NCBI taxon id,scientific name,mean relative abundance,median relative abundance,SD of relative abundance
626930,Bacteroides fluxus,0.241310834,0.0657138,0.568248197
29466,Veillonella parvula,0.08847276,0.0223107,0.194779483
341225,[Clostridium] saccharogumia,0.035529112,0.0118444,0.04700862
626937,Christensenella minuta,0.247750819,0.03538265,0.623134107
29375,[Clostridium] xylanolyticum,0.142182948,0.0146363,0.354577632
39486,Dorea formicigenerans,0.125480862,0.0944832,0.124003337
39497,Eubacterium xylanophilum,0.134406014,0.0420035,0.211542694
310297,Bacteroides plebeius,0.814533528,0.0185531,2.821842748
410072,Coprococcus comes,0.245582496,0.09523725,0.304353796
454154,Paraprevotella clara,0.728223277,0.210905,2.033761324
1264,Ruminococcus albus,0.196716788,0.0370813,0.445553022
1304,Streptococcus salivarius,0.139197651,0.0120812,0.465134938
35833,Bilophila wadsworthia,0.363960252,0.143968,0.812500756
1307,Streptococcus suis,0.147671907,0.0257697,0.323042936
1532,Blautia coccoides,0.036752508,0.0129749,0.065604565
1685,Bifidobacterium breve,0.127792881,0.0401174,0.220797368
33043,Coprococcus eutactus,0.492691437,0.01867575,1.285404746
39778,Veillonella dispar,0.058006539,0.01604175,0.086383733
133453,Caldilinea aerophila,0.011281196,0.00747953,0.012978563
291645,Bacteroides nordii,0.13703505,0.0209203,0.283039047
61435,Dehalococcoides mccartyi,0.01364325,0.00979288,0.020193054
487175,Parasutterella excrementihominis,0.268763385,0.0634239,0.635729424
1559,Clostridium tertium,0.082494287,0.01399555,0.197756917
33035,Blautia producta,0.106237114,0.05373925,0.24461241
36835,[Clostridium] colinum,0.086897386,0.02373645,0.194549387
151276,Bacteroides coprosuis,0.02164746,0.0109496,0.027651633
290053,Bacteroides helcogenes,0.017379577,0.010000085,0.017676759
28026,Bifidobacterium pseudocatenulatum,0.806798472,0.0623636,2.197310633
146817,Dendrosporobacter quercicolus,0.025977434,0.0125345,0.032570078
261299,Intestinibacter bartlettii,0.224624232,0.051391,0.507053865
1267,Clostridium ventriculi,0.177367642,0.03064885,0.349240857
1311,Streptococcus agalactiae,0.043294308,0.00808202,0.090896758
28135,Prevotella oris,0.143909498,0.02419415,0.196063348
376804,Bacteroides barnesiae,0.033511775,0.0119793,0.069160575
33039,[Ruminococcus] torques,0.054273096,0.0243673,0.088748092
84032,[Clostridium] thermosuccinogenes,0.116913341,0.0469684,0.167419587
626931,Bacteroides oleiciplenus,0.18823998,0.0188017,0.546185861
28127,Prevotella buccalis,0.066360673,0.01281845,0.140817223
39490,Eubacterium ramulus,0.106148936,0.06188415,0.136872251
291644,Bacteroides salyersiae,0.313982002,0.0137883,0.693006757
1404,Bacillus megaterium,0.017414334,0.00824029,0.031483568
29354,[Clostridium] celerecrescens,0.02083788,0.0104431,0.025239894
46228,Ruminococcus lactaris,0.041583256,0.0161429,0.05258659
84112,Eggerthella lenta,0.030641838,0.0166001,0.043344834
167964,Anaerolinea thermophila,0.008959596,0.00698324,0.006880335
309120,Dialister micraerophilus,0.806128835,0.0718606,2.078421067
358742,[Clostridium] aldenense,0.026438556,0.0130582,0.031760862
387090,Bacteroides coprophilus,0.098890982,0.00598838,0.395064126
645466,Anaerostipes butyraticus,0.017956999,0.00858701,0.024680207
671267,Bacteroides sartorii,0.020821679,0.00575871,0.028579133
562,Escherichia coli,0.056087448,0.0285766,0.074996756
1735,Holdemanella biformis,0.752701365,0.1173255,2.473568788
28125,Prevotella bivia,0.369433916,0.02535175,0.744272226
43675,Rothia mucilaginosa,0.017418902,0.01290175,0.014041457
185300,Paludibacter propionicigenes,0.007830702,0.005514115,0.005223917
437898,Sutterella parvirubra,0.16584111,0.03595375,0.333309847
29355,[Clostridium] cellobioparum,0.028168574,0.0136393,0.052115264
35517,[Eubacterium] brachy,0.019454364,0.0115982,0.024165337
36874,Porphyromonas cangingivalis,0.062651415,0.0225632,0.113589623
387661,Parabacteroides johnsonii,0.194560916,0.01033,0.890764127
1590,Lactobacillus plantarum,1.826022407,0.0577562,6.565706028
78343,Bifidobacterium boum,0.059429877,0.0187692,0.099373426
100884,Coprobacillus cateniformis,0.021144942,0.01056115,0.03315505
589436,Prevotella fusca,0.231410484,0.01091135,0.760925863
871325,Bacteroides faecichinchillae,0.012768617,0.007566505,0.015084968
53443,Blautia hydrogenotrophica,0.016778976,0.00932097,0.024202925
471189,Gordonibacter pamelaeae,0.06054965,0.00696209,0.164829734
574375,Bacillus gaemokensis,0.043287831,0.0156104,0.06209434
1280,Staphylococcus aureus,0.18730358,0.008392735,0.461749312
28137,Prevotella veroralis,0.153444988,0.0203455,0.229968052
78342,Bifidobacterium gallicum,0.12349876,0.02470035,0.259404745
180164,Blautia schinkii,0.012251305,0.00871341,0.011201697
310300,Bacteroides pyogenes,0.05811306,0.01245975,0.100953371
1755607,Bacteroides sp. MC_16,0.024746995,0.01147125,0.025585455
1349,Streptococcus uberis,0.182932795,0.0315956,0.389552586
28108,Alteromonas macleodii,0.130624355,0.0462388,0.181521463
28129,Prevotella denticola,0.069756145,0.0146893,0.106396919
28139,Rikenella microfusus,0.101334408,0.00710454,0.163116752
28901,Salmonella enterica,0.042618286,0.00805412,0.107241364
35760,Bifidobacterium choerinum,0.019224487,0.00754973,0.019118131
74426,Collinsella aerofaciens,0.016873447,0.0114058,0.021513503
97253,Eubacterium plexicaudatum,0.009145308,0.00518269,0.008943486
105841,Anaerostipes caccae,0.019668408,0.0115582,0.022087431
106588,Pseudoflavonifractor capillosus,0.026753421,0.0104431,0.03105937
185294,Prevotella paludivivens,5.276541597,1.38186,6.538119341
871324,Bacteroides stercorirosoris,0.011100187,0.00780518,0.008864679
907,Megasphaera elsdenii,2.518645382,0.277671,4.184427574
37734,Enterococcus casseliflavus,0.02922721,0.010048405,0.06636969
47246,[Clostridium] viride,0.061143345,0.00935699,0.146120953
158787,Bifidobacterium scardovii,0.022635911,0.00803636,0.032046783
228603,Prevotella shahii,0.084966527,0.01204,0.18310109
732242,Bacteroides paurosaccharolyticus,0.015214958,0.00678877,0.022735155
762210,Bifidobacterium saguini,0.028357692,0.0182034,0.026735147
840,Prevotella loescheii,0.246024721,0.0389257,0.455460738
1522,[Clostridium] innocuum,0.024994803,0.0104749,0.037655372
166501,Thermobaculum terrenum,0.0103395,0.00683597,0.012101685
1827099,Peptoniphilus sp. JCM 8141,0.113130301,0.0240558,0.234752982
1254,Pediococcus acidilactici,0.041560226,0.005654865,0.073918696
1282,Staphylococcus epidermidis,0.153733178,0.00500004,0.488887445
1582,Lactobacillus casei,0.042309105,0.01542635,0.051514723
1689,Bifidobacterium dentium,0.036981486,0.010048405,0.069301352
33031,Peptoniphilus lacrimalis,0.045328714,0.01296935,0.101285116
39482,[Eubacterium] contortum,0.01387635,0.005951845,0.02575958
122355,Pseudomonas psychrophila,0.078629782,0.00751486,0.24298454
376806,Bacteroides gallinarum,0.03918308,0.006854615,0.118354262
454155,Paraprevotella xylaniphila,1.124022109,0.197565,2.076640964
477666,Bacteroides graminisolvens,0.125140509,0.0221019,0.205150794
881,Desulfovibrio vulgaris,0.009176187,0.00575871,0.008143154
1260,Finegoldia magna,0.237544578,0.0114058,0.638413203
1313,Streptococcus pneumoniae,0.03349031,0.0105526,0.057662927
1352,Enterococcus faecium,0.023577407,0.00870549,0.031311972
1428,Bacillus thuringiensis,0.107283489,0.0044829,0.483000337
33905,Bifidobacterium thermophilum,0.04199661,0.0150421,0.093571907
39493,Clostridium tarantellae,0.011947774,0.00506534,0.018869111
45851,Butyrivibrio crossotus,0.108355002,0.00626723,0.46945843
290055,[Eubacterium] fissicatena,0.021528403,0.00775825,0.036581941
386414,Prevotella timonensis,0.024105061,0.00685213,0.044306054
552810,Dehalogenimonas lykanthroporepellens,0.008714271,0.00698324,0.005679232
591197,Ignavibacterium album,0.008997889,0.00575871,0.007165751
1510,[Clostridium] stercorarium,0.045643158,0.006314935,0.089242467
1520,Clostridium beijerinckii,0.050359624,0.010844205,0.119324048
1623,Lactobacillus ruminis,1.902106188,0.179098,4.497197267
29389,Streptococcus alactolyticus,0.035142889,0.01197555,0.077474676
36745,Clostridium saccharoperbutylacetonicum,0.089230137,0.01415485,0.222997215
38304,Corynebacterium tuberculostearicum,0.021812848,0.006701445,0.063028805
41976,Porphyromonas catoniae,0.101846113,0.005041985,0.427640352
90730,Desulfosarcina cetonica,0.00801419,0.00601297,0.004729873
97084,Halobacteriovorax marinus,0.038102312,0.01278445,0.066784881
294710,Proteiniphilum acetatigenes,0.299194183,0.03068325,0.464952405
502558,Eggerthella sp. YY7918,0.027491526,0.01081035,0.036995366
652716,Prevotella sp. oral taxon 299,2.651434726,0.364789,4.584835768
691816,Bacteroides rodentium,0.020284615,0.006893045,0.033437916
1133319,Bacteroides reticulotermitis,0.009268298,0.005717835,0.014737319
1502,Clostridium perfringens,0.008301158,0.00489644,0.011118486
58172,Paenibacillus sp.,0.015858046,0.00752106,0.019364525
77095,Prevotella bryantii,0.044147829,0.00738989,0.093959106
155617,Enterococcus moraviensis,0.009632857,0.00538097,0.012825421
246618,Bifidobacterium thermacidophilum,0.249565587,0.0902527,0.363071651
253245,Owenweeksia hongkongensis,5.072053796,3.19832,5.98621809
338188,Bacteroides finegoldii,0.007919151,0.00449014,0.006785321
574930,Parabacteroides gordonii,0.010528703,0.00698324,0.008529199
659243,Bacillus siamensis,1.39772659,0.357123,3.093228522
287,Pseudomonas aeruginosa,1.329302409,0.009843185,4.560698287
1358,Lactococcus lactis,0.016191274,0.0053734,0.028046883
1527,Anaerocolumna aminovalerica,0.01132078,0.01080455,0.008337899
1547,Erysipelatoclostridium ramosum,0.015723451,0.00869053,0.020962201
1597,Lactobacillus paracasei,0.013972974,0.00758667,0.026085366
1630,Kandleria vitulina,0.423984781,0.137936,0.674649302
1659,Actinomyces israelii,0.040716642,0.00887528,0.063393091
1660,Actinomyces odontolyticus,0.006171376,0.0048677,0.005332794
28025,Bifidobacterium animalis,0.066029265,0.01321525,0.16397254
29356,Clostridium chartatabidum,0.147702091,0.007341625,0.575115184
43997,Catonella morbi,0.012810968,0.00687871,0.014747358
133926,Olsenella uli,0.05095646,0.0242285,0.077228015
191495,Conexibacter woesei,0.354476552,0.09905965,0.549403602
219748,Clostridium tunisiense,0.11730743,0.0459096,0.140852653
267818,Lactobacillus kefiranofaciens,0.148592648,0.009951335,0.330677859
270498,Catabacter hongkongensis,0.012793514,0.00560068,0.020256218
328812,Parabacteroides goldsteinii,0.155881855,0.01182675,0.578349041
592978,Ruminococcus faecis,0.335320304,0.1568045,0.39339961
1671366,Ruminococcus sp. DSM 100440,0.021423223,0.009894145,0.028746057
901,Desulfovibrio piger,0.233078249,0.0257832,0.364833022
1343,Streptococcus vestibularis,0.081933659,0.0139665,0.173292304
1382,Atopobium parvulum,0.179624555,0.0103654,0.491298986
1506,Clostridium sp.,0.033642173,0.0127453,0.040816626
1613,Lactobacillus fermentum,0.123834638,0.027471,0.224889002
1681,Bifidobacterium bifidum,0.261678151,0.0341588,0.827381318
28128,Prevotella corporis,0.048144286,0.00801912,0.10077294
43131,Tissierella praeacuta,0.043966369,0.00765228,0.096434323
185293,Prevotella oryzae,0.042150882,0.0109884,0.074837444
392838,Bacteroides propionicifaciens,0.010855425,0.00898029,0.006534813
905,Acidaminococcus fermentans,0.106714343,0.010112645,0.198376028
1519,Clostridium tyrobutyricum,0.222162316,0.05775955,0.348801464
1624,Lactobacillus salivarius,0.281367871,0.0770634,0.545966144
1686,Bifidobacterium catenulatum,0.097095676,0.0567077,0.10756294
1694,Bifidobacterium pseudolongum,0.012751323,0.0075082,0.013542527
28130,Prevotella disiens,0.073748659,0.00667045,0.156927683
47770,Lactobacillus crispatus,0.173152268,0.01722815,0.43156514
52226,Mitsuokella multacida,0.416369382,0.0233961,0.749400608
100176,Papillibacter cinnamivorans,0.014961391,0.0115578,0.017927888
138595,Olsenella profusa,0.094484444,0.010087465,0.291097474
225195,Pelobacter massiliensis,0.551610434,0.2895715,0.727344526
319644,Saccharofermentans acetigenes,0.012700501,0.00901323,0.011548547
626933,Odoribacter laneus,0.043290431,0.01572205,0.057752716
1114008,Lactobacillus sp. NBRC 107185,0.01204069,0.007209745,0.015930459
294,Pseudomonas fluorescens,0.041818759,0.0106792,0.054800273
1408,Bacillus pumilus,0.03115441,0.00973141,0.052359906
1584,Lactobacillus delbrueckii,0.052274564,0.00435275,0.114846949
28119,Bacteroides zoogleoformans,0.006673281,0.0053396,0.003988636
28134,Prevotella oralis,0.029916302,0.0174581,0.031998126
29360,Cellulosilyticum lentocellum,0.022046399,0.00451365,0.059448492
31971,[Eubacterium] dolichum,0.140933886,0.0128916,0.464679887
39494,[Eubacterium] tortuosum,1.246387886,0.952232,1.176276214
39777,Veillonella atypica,0.011381918,0.00698324,0.009711443
44742,Desulfovibrio fairfieldensis,0.078561162,0.0109523,0.179249728
68188,Streptomyces clavifer,0.684228725,0.35349,0.7336707
84022,Clostridium aceticum,0.033859955,0.0170491,0.033540995
84109,Slackia exigua,0.141924982,0.029889,0.274737193
118748,Bulleidia extructa,0.025469016,0.00538097,0.048926106
228604,Prevotella salivae,0.154889915,0.0812458,0.197321404
324767,Bacillus infantis,0.287617749,0.0997817,0.40791931
356829,Bifidobacterium tsurumiense,0.030506608,0.0182815,0.034722289
658457,Pseudomonas composti,0.285319475,0.123103,0.400851038
1297750,Bacteroides luti,0.964373282,0.0127307,1.978628174
726,Haemophilus haemolyticus,0.014434387,0.00970169,0.014591768
982,Saccharicrinis fermentans,0.005129176,0.003999635,0.003438724
1379,Gemella haemolysans,0.012100059,0.009635735,0.013653953
1633,Lactobacillus vaginalis,0.130866754,0.02141285,0.356612066
1747,Propionibacterium acnes,0.009844233,0.005711945,0.009365415
1894,Streptomyces aureofaciens,0.279502308,0.184641,0.291212608
2358,Desulfomonile tiedjei,0.84236867,0.576319,0.880960158
28034,Sulfobacillus thermosulfidooxidans,1.415496806,0.300994,3.278325029
28126,Prevotella buccae,0.026860158,0.010198,0.037528223
28132,Prevotella melaninogenica,0.006806226,0.00489215,0.004241277
28136,Prevotella oulorum,0.110529371,0.08357995,0.136322388
29363,Clostridium paraputrificum,0.010556814,0.00606936,0.008445905
39483,Faecalitalea cylindroides,0.033589646,0.01231165,0.055118256
102684,Streptococcus infantarius,0.03310938,0.008608235,0.055194184
242750,Prevotella bergensis,0.020183989,0.00730846,0.020725385
387093,Sulfurovum sp. NBC37-1,0.031648782,0.010888775,0.037803951
633701,Prevotella saccharolytica,0.063756851,0.011238355,0.149670064
1507,Clostridium sp. ATCC 29733,0.010836433,0.00660469,0.012397077
1598,Lactobacillus reuteri,0.170854342,0.00710454,0.576283546
1693,Bifidobacterium minimum,0.110815383,0.0764721,0.109712187
1843,Nocardioides jensenii,0.032190097,0.0194628,0.039907397
2173,Methanobrevibacter smithii,0.100157933,0.0244413,0.189699681
33034,Anaerococcus prevotii,0.059704347,0.00792749,0.13945344
39950,Dialister pneumosintes,0.067374376,0.0150421,0.123139093
86664,Bacillus flexus,0.008553731,0.00547615,0.009707923
151781,Lactobacillus intestinalis,0.010683602,0.00710454,0.01621265
163874,Arthrobacter tumbae,0.3207826,0.152944,0.418927033
349096,Pectinatus haikarae,2.682527413,0.826518,4.340787306
416001,Nodosilinea nodulosa,0.44184994,0.258228,0.478484827
461876,Alkaliphilus oremlandii,0.006116392,0.00459327,0.003749251
518643,Bifidobacterium mongoliense,0.072051309,0.0429805,0.067766077
626935,Collinsella tanakaei,0.010430199,0.0101307,0.007265536
650643,Alistipes sp. RMA 9912,0.008567537,0.00524907,0.008857057
871327,Parabacteroides chinchillae,0.00610152,0.00459327,0.003361304
1747005,Micrococcus sp. HBUM178886,0.073426013,0.0317892,0.089859644
1402,Bacillus licheniformis,0.009408753,0.004782075,0.01473722
1491,Clostridium botulinum,0.013862613,0.00480091,0.017956526
1504,Clostridium septicum,0.494332511,0.02146115,1.486906173
1599,Lactobacillus sakei,0.010380924,0.00522667,0.012605221
1655,Actinomyces naeslundii,0.100070341,0.01373075,0.224234222
2736,Verrucomicrobium spinosum,0.007937764,0.008499445,0.004476654
29347,[Clostridium] scindens,0.024936079,0.00615606,0.037100739
29552,Acholeplasma axanthum,0.193294032,0.009937205,0.555268245
38986,Acholeplasma palmae,0.207001384,0.0534507,0.317185326
81479,Rhodoferax antarcticus,0.031617901,0.02521805,0.027273123
84031,Clostridium sartagoforme,0.025787509,0.02177115,0.022128117
103892,Veillonella ratti,0.016011687,0.004629185,0.029433963
134984,Nocardia fluminea,0.159343516,0.0717764,0.22098768
140626,Lachnobacterium bovis,0.046411719,0.04276485,0.044290974
147207,Collinsella intestinalis,0.024143502,0.01150815,0.037796914
187145,Caldithrix abyssi,0.006828026,0.004921585,0.00600303
281920,Porphyromonas uenonis,0.030594486,0.00813322,0.057139648
358743,[Clostridium] citroniae,0.008977541,0.00560068,0.007980151
543913,beta proteobacterium CB,0.041909139,0.03363275,0.029276059
717609,Caldicellulosiruptor obsidiansis,0.058309149,0.0461558,0.048425056
762212,Bifidobacterium biavatii,0.031700081,0.01420015,0.046366715
882211,Pseudomonas deceptionensis,0.101231346,0.004975675,0.27106463
573,Klebsiella pneumoniae,0.192196783,0.00823655,0.504264795
847,Oxalobacter formigenes,0.024663507,0.0213493,0.019235375
851,Fusobacterium nucleatum,0.020828028,0.00681965,0.044164136
1406,Paenibacillus polymyxa,0.008501574,0.00535232,0.009868647
1587,Lactobacillus helveticus,0.421861439,0.054942,0.738812364
1656,Actinomyces viscosus,0.154214209,0.0150459,0.363344315
1691,Bifidobacterium indicum,0.043809641,0.00805412,0.098028283
29385,Staphylococcus saprophyticus,0.015912223,0.00823655,0.016528442
33069,Pseudomonas viridiflava,0.027670558,0.00489644,0.061536178
36834,Clostridium celatum,0.024871578,0.0137231,0.027389634
37923,Kocuria kristinae,0.792228045,0.112254,1.195092082
45254,Dysgonomonas capnocytophagoides,0.005654755,0.00459327,0.003230634
59310,Streptococcus macedonicus,0.062832095,0.0234155,0.136533917
64178,Coleofasciculus chthonoplastes,0.295093569,0.212036,0.43127126
77768,Prevotella albensis,0.011547332,0.00698324,0.012179266
78346,Bifidobacterium ruminantium,0.071605189,0.0320744,0.080999342
189722,Prevotella marshii,0.057850204,0.00489644,0.146863323
202604,Moorella mulderi,0.333982573,0.131861,0.44583538
376805,Bacteroides salanitronis,0.010285766,0.00451365,0.008956821
572036,Pedobacter luteus,0.00729665,0.00566733,0.006505239
634771,Chitinophaga eiseniae,0.004257186,0.00405712,0.002100884
673862,Candidatus Babela massiliensis,0.01163231,0.00703507,0.010219018
1113786,Exiguobacterium sp. NBRC 101652,0.021023946,0.0120279,0.020668573
1304158,Salinisphaera halophila,0.007339242,0.0053396,0.004267926
1566358,Paenibacillus sp. IHBB 10380,0.012552167,0.00686153,0.015106544
1755629,Victivallis sp. MC_44,0.013665808,0.0054942,0.018702244
316,Pseudomonas stutzeri,0.006775364,0.00477014,0.006531218
584,Proteus mirabilis,0.534309288,0.005132185,1.833468315
663,Vibrio alginolyticus,0.223457661,0.0398731,0.383151907
1309,Streptococcus mutans,0.013429846,0.010043765,0.010203147
1456,Bacillus benzoevorans,0.075523677,0.03974965,0.107959693
33029,Anaerococcus hydrogenalis,0.13330665,0.005207045,0.303027921
33953,Clostridium aminobutyricum,0.015596389,0.008496115,0.01810426
35825,Pseudobacteroides cellulosolvens,0.004960589,0.0043882,0.003801281
38286,Corynebacterium afermentans,0.015853983,0.007983885,0.016642103
39029,Megasphaera cerevisiae,0.027731432,0.0122506,0.029625835
47715,Lactobacillus rhamnosus,0.014201603,0.01178205,0.013312618
52242,Lactobacillus gallinarum,0.038098028,0.01268215,0.059521755
52561,Desulfomicrobium norvegicum,0.013176145,0.009143385,0.011309899
89153,[Clostridium] hylemonae,0.071490371,0.012593045,0.16419466
97478,Lactobacillus mucosae,0.149445508,0.01500537,0.242110259
106648,Acinetobacter bereziniae,0.108310852,0.01102405,0.280667206
114702,Actinomyces lingnae,0.003787643,0.002444845,0.003056095
156974,Dysgonomonas gadei,0.011763606,0.005929785,0.014807371
166485,Caminicella sporogenes,0.022717314,0.00601297,0.031337014
173480,Gemmatimonas aurantiaca,0.007349336,0.0036462,0.008162537
179995,Anaerobiospirillum thomasii,0.141906162,0.008420975,0.291368832
229549,Streptococcus minor,0.017839378,0.005654865,0.018398707
253239,Ethanoligenens harbinense,0.022945849,0.008541655,0.043300585
282125,Sutterella sanguinus,0.014470266,0.01468235,0.009296088
363277,Ktedonobacter racemifer,0.005890657,0.0042586,0.006446782
535744,Cronobacter universalis,0.075365592,0.005278345,0.240425242
638619,Bifidobacterium actinocoloniiforme,0.442083336,0.1085015,0.634180052
755731,Clostridium sp. BNL1100,0.021981423,0.005997535,0.054076942
645,Aeromonas salmonicida,0.003818475,0.00435275,0.001656154
1336,Streptococcus equi,0.009418146,0.00435275,0.010407216
1364,Lactococcus piscium,0.009579975,0.00402706,0.014881399
1423,Bacillus subtilis,0.009901197,0.00577985,0.013024998
1525,Moorella thermoacetica,0.016668464,0.00575871,0.025521648
1536,Hathewaya limosa,0.006487967,0.00566733,0.003193262
1684,Bifidobacterium asteroides,0.131382619,0.038236,0.149592313
28038,Lactobacillus curvatus,0.011697059,0.00524907,0.012418544
28133,Prevotella nigrescens,0.00519744,0.00451365,0.002987748
28454,Sphingobacterium multivorum,0.003768154,0.00374,0.001256982
38289,Corynebacterium jeikeium,0.019649717,0.00823655,0.030392344
45076,Legionella worsleiensis,0.008196979,0.00576834,0.006061473
46609,Clostridium pascui,0.127744171,0.0561272,0.230870682
46867,Clostridium chauvoei,0.021605277,0.00770001,0.027027126
52773,Actinomyces meyeri,0.008406723,0.00481147,0.010776333
54911,Brevibacillus choshinensis,0.0080528,0.00570288,0.007068944
108819,Coprothermobacter platensis,0.140742153,0.0254907,0.226169228
137591,Weissella cibaria,0.030763561,0.00973141,0.047637569
156977,Microbacterium resistens,0.021128797,0.00973141,0.032118992
197614,Streptococcus pasteurianus,0.076748848,0.00973141,0.209513663
214853,Anaerofustis stercorihominis,0.008555243,0.00457038,0.009740057
237258,Cloacibacterium normanense,0.061544491,0.0166021,0.081692667
243924,Pseudomonas lutea,0.006750972,0.00518753,0.004458319
282402,Prevotella multiformis,0.011144686,0.00566733,0.012852697
341220,Lactonifactor longoviformis,0.003526715,0.00390732,0.001673593
343332,Kopriimonas byunsanensis,0.090747845,0.0547025,0.123281522
649724,Clostridium sp. ATCC BAA-442,0.013162015,0.00481359,0.021244241
999468,Sphingobacterium sp. LMG 8345,0.005523314,0.00412014,0.004815674
1007105,Pusillimonas sp. T7-7,0.012921057,0.0115982,0.008228906
1078480,Haemophilus sputorum,0.093768635,0.0257832,0.216533101
1113650,Sphingobacterium sp. NBRC 15340,0.012934653,0.00355227,0.030701318
1114067,Weissella sp. NBRC 107245,0.012578559,0.00547615,0.01777873
1121298,Clostridium amylolyticum,0.012949425,0.00547615,0.022988856
1168034,Draconibacterium orientale,0.006883357,0.00566733,0.002914371
