NCBI taxon id,scientific name,mean relative abundance,median relative abundance,SD of relative abundance
1532,Blautia coccoides,0.051435509,0.0123945,0.181098496
1755626,Faecalibacterium sp. MC_41,7.617744426,5.22884,7.301632475
52787,Anaerofilum pentosovorans,0.052648314,0.01500605,0.244181455
839,Prevotella ruminicola,0.091061031,0.0190876,0.277979731
33039,[Ruminococcus] torques,1.051271216,0.01867475,3.623181226
310298,Bacteroides coprocola,0.691754028,0.01229055,2.179299529
341225,[Clostridium] saccharogumia,0.037391901,0.0138436,0.077249033
1265,Ruminococcus flavefaciens,0.129053457,0.0163854,0.340902414
876,Desulfovibrio desulfuricans,0.042972074,0.0206175,0.100937778
1264,Ruminococcus albus,0.333403855,0.0240059,0.875834227
28026,Bifidobacterium pseudocatenulatum,0.251519137,0.0343545,0.732803495
29375,[Clostridium] xylanolyticum,0.114280268,0.01393715,0.476586552
46228,Ruminococcus lactaris,0.207597117,0.02437015,0.717652553
626937,Christensenella minuta,0.080865582,0.0263326,0.139174065
626930,Bacteroides fluxus,0.14300644,0.05583935,0.237264002
33035,Blautia producta,0.095843698,0.043448,0.216259675
1307,Streptococcus suis,0.025565591,0.008447195,0.051031275
1559,Clostridium tertium,0.08624829,0.0146599,0.334614066
39497,Eubacterium xylanophilum,0.236047384,0.0439199,0.574399991
84112,Eggerthella lenta,0.033223524,0.0104959,0.084301178
29370,[Clostridium] sphenoides,0.053070767,0.0242307,0.095523691
387661,Parabacteroides johnsonii,0.782922953,0.0414651,2.835898502
1161942,Ruminococcus champanellensis,0.140714849,0.0120826,0.656904956
122355,Pseudomonas psychrophila,2.006011644,0.010445,6.441706223
115979,Bacillus nealsonii,0.027930307,0.00983737,0.122455815
290053,Bacteroides helcogenes,0.01254054,0.006955955,0.018015746
454154,Paraprevotella clara,1.002598136,0.0172325,2.099402444
1352,Enterococcus faecium,0.854615265,0.0164105,5.877329908
78342,Bifidobacterium gallicum,0.171619994,0.0314577,0.580256336
28135,Prevotella oris,0.151616599,0.00930655,0.735116747
143393,[Eubacterium] sulci,0.054393062,0.0238259,0.091059268
1735,Holdemanella biformis,0.419636868,0.02102095,0.907908177
328812,Parabacteroides goldsteinii,0.101124066,0.007755285,0.53615365
43675,Rothia mucilaginosa,0.05426842,0.0104959,0.233128745
61435,Dehalococcoides mccartyi,0.011510298,0.00789235,0.010324563
645466,Anaerostipes butyraticus,0.030227327,0.0145384,0.044675485
105841,Anaerostipes caccae,0.030935086,0.0154717,0.044255077
626932,Alistipes indistinctus,0.097949298,0.0358359,0.144049532
35517,[Eubacterium] brachy,0.017996744,0.01012795,0.024987644
35785,Clostridium maximum,0.015190111,0.00881912,0.027413899
36745,Clostridium saccharoperbutylacetonicum,0.083585241,0.0162681,0.256931474
133453,Caldilinea aerophila,0.008542906,0.00541389,0.008428863
28901,Salmonella enterica,0.142627271,0.0113883,0.515658792
36835,[Clostridium] colinum,0.093770261,0.01117425,0.352508879
310297,Bacteroides plebeius,0.743581506,0.00876313,2.712443539
589436,Prevotella fusca,0.16766919,0.009908735,0.626163019
376804,Bacteroides barnesiae,0.176666957,0.007010045,1.070465926
28127,Prevotella buccalis,0.094307027,0.0200803,0.287206753
37734,Enterococcus casseliflavus,0.111378449,0.0157847,0.364936109
871324,Bacteroides stercorirosoris,0.015082934,0.00702181,0.025800938
106588,Pseudoflavonifractor capillosus,0.019680857,0.00936868,0.040437517
185300,Paludibacter propionicigenes,0.012067302,0.00546179,0.037857179
732242,Bacteroides paurosaccharolyticus,0.012220826,0.005265995,0.029511676
35760,Bifidobacterium choerinum,0.035516612,0.0120294,0.074331095
291644,Bacteroides salyersiae,0.30616861,0.0225656,0.728543663
853,Faecalibacterium prausnitzii,3.614498311,2.50702,3.639909445
151276,Bacteroides coprosuis,0.016189224,0.0105474,0.015036287
671267,Bacteroides sartorii,0.013837175,0.00670833,0.01859795
74426,Collinsella aerofaciens,0.475047264,0.00921962,1.277425868
1260,Finegoldia magna,0.156367724,0.0096965,0.648717086
358742,[Clostridium] aldenense,0.021516545,0.00814266,0.0479617
1755607,Bacteroides sp. MC_16,0.025682374,0.01209485,0.043823353
1660,Actinomyces odontolyticus,0.013365748,0.00555556,0.025390626
287,Pseudomonas aeruginosa,1.642544873,0.008043965,4.606786642
84032,[Clostridium] thermosuccinogenes,0.096114292,0.0212235,0.208632309
28025,Bifidobacterium animalis,0.177711739,0.009236365,1.201792928
437898,Sutterella parvirubra,0.223790933,0.0252382,0.635545718
180164,Blautia schinkii,0.013549046,0.005696105,0.03017697
1280,Staphylococcus aureus,0.078667169,0.00857192,0.209430873
1686,Bifidobacterium catenulatum,0.245482365,0.0473036,0.421961308
387090,Bacteroides coprophilus,0.372827034,0.00500166,1.641241146
28125,Prevotella bivia,0.402847637,0.00931272,1.512616626
166501,Thermobaculum terrenum,0.008918401,0.005919695,0.007396518
1358,Lactococcus lactis,0.044871825,0.00962557,0.111640991
33031,Peptoniphilus lacrimalis,0.096804939,0.0144383,0.272967485
167964,Anaerolinea thermophila,0.007571563,0.0056339,0.006059494
574375,Bacillus gaemokensis,0.052286395,0.00913221,0.182234398
228603,Prevotella shahii,0.065657068,0.00871076,0.151755743
386414,Prevotella timonensis,0.107746794,0.009442635,0.667131236
158787,Bifidobacterium scardovii,0.042118128,0.0107009,0.071730718
309120,Dialister micraerophilus,0.079019926,0.0178005,0.147688064
39777,Veillonella atypica,0.109435475,0.00896396,0.355471008
1404,Bacillus megaterium,0.014326747,0.006441575,0.018722503
29354,[Clostridium] celerecrescens,0.013137886,0.00741647,0.014799595
33069,Pseudomonas viridiflava,0.650916495,0.0115781,2.718511809
376806,Bacteroides gallinarum,0.017715611,0.00523314,0.050176364
1282,Staphylococcus epidermidis,0.02938409,0.006191645,0.070794749
146817,Dendrosporobacter quercicolus,0.022394275,0.008782875,0.052154716
477666,Bacteroides graminisolvens,0.02578677,0.005688595,0.069511047
591197,Ignavibacterium album,0.007310574,0.005881045,0.005548271
471189,Gordonibacter pamelaeae,0.019144009,0.00668382,0.042803749
691816,Bacteroides rodentium,0.025248642,0.0082991,0.066255821
1547,Erysipelatoclostridium ramosum,0.072526783,0.01650105,0.196418816
100884,Coprobacillus cateniformis,0.024910837,0.00915225,0.052283698
762210,Bifidobacterium saguini,0.062367973,0.0204815,0.137891689
294,Pseudomonas fluorescens,0.143048191,0.0133676,0.402270173
38304,Corynebacterium tuberculostearicum,0.0648807,0.00939887,0.3048744
53443,Blautia hydrogenotrophica,0.076639736,0.0114847,0.293245563
1297750,Bacteroides luti,1.183609954,0.465588,2.929458581
1582,Lactobacillus casei,0.183911493,0.0179147,0.549368682
28129,Prevotella denticola,0.075433808,0.0277778,0.136294154
360807,Roseburia inulinivorans,0.308769586,0.06975,0.783134999
1504,Clostridium septicum,0.11880026,0.0225076,0.257982328
40214,Acinetobacter johnsonii,0.910867894,0.006221245,5.065998608
45851,Butyrivibrio crossotus,0.436968744,0.005323495,1.88646088
626931,Bacteroides oleiciplenus,0.086543139,0.0112156,0.478456275
1311,Streptococcus agalactiae,0.018978441,0.0072157,0.04782348
1520,Clostridium beijerinckii,0.054059348,0.00845023,0.160171246
1527,Anaerocolumna aminovalerica,0.010090298,0.0055605,0.017536443
88431,Dorea longicatena,0.772946755,0.005038175,2.014696102
552810,Dehalogenimonas lykanthroporepellens,0.006165243,0.00458112,0.004769114
882211,Pseudomonas deceptionensis,1.862992329,0.01203835,4.811227562
1428,Bacillus thuringiensis,0.023824247,0.00505,0.090124267
78343,Bifidobacterium boum,0.036256868,0.0115911,0.095602391
310300,Bacteroides pyogenes,0.064718239,0.0131607,0.181166001
356829,Bifidobacterium tsurumiense,0.052812185,0.0140637,0.137977915
851,Fusobacterium nucleatum,0.040378555,0.01004777,0.12605045
28132,Prevotella melaninogenica,0.03978535,0.00512163,0.177222055
97253,Eubacterium plexicaudatum,0.007401787,0.00479478,0.007658727
155617,Enterococcus moraviensis,0.026431377,0.008364,0.06998681
1133319,Bacteroides reticulotermitis,0.011716725,0.00474473,0.029110811
316,Pseudomonas stutzeri,0.034692041,0.007554645,0.167856946
1507,Clostridium sp. ATCC 29733,0.009395048,0.005179455,0.009885596
1827099,Peptoniphilus sp. JCM 8141,0.151728713,0.0103087,0.57543719
881,Desulfovibrio vulgaris,0.016271185,0.00530301,0.041816818
1681,Bifidobacterium bifidum,1.583119013,0.03569155,7.229006288
36874,Porphyromonas cangingivalis,0.084322587,0.00735756,0.339571342
871325,Bacteroides faecichinchillae,0.127212583,0.005120015,0.738576575
907,Megasphaera elsdenii,0.104185194,0.00578905,0.267101102
1313,Streptococcus pneumoniae,0.01148173,0.00555957,0.015660237
392838,Bacteroides propionicifaciens,0.008924488,0.00636254,0.007319467
1267,Clostridium ventriculi,0.028439102,0.007938585,0.05322407
1510,[Clostridium] stercorarium,0.027268485,0.00588585,0.052041806
29389,Streptococcus alactolyticus,0.016795501,0.00572903,0.027988554
44742,Desulfovibrio fairfieldensis,0.031379981,0.005268685,0.079349659
28128,Prevotella corporis,0.502093912,0.0145709,2.0618573
33034,Anaerococcus prevotii,0.072745027,0.00890023,0.237595998
1689,Bifidobacterium dentium,0.036287566,0.0107621,0.106556244
28137,Prevotella veroralis,0.029245236,0.00702261,0.059116704
29363,Clostridium paraputrificum,0.022271466,0.005887195,0.057896525
31971,[Eubacterium] dolichum,0.044409651,0.01113525,0.076971342
185293,Prevotella oryzae,0.065826958,0.006879,0.178467435
185294,Prevotella paludivivens,0.033042415,0.00607417,0.081382559
338188,Bacteroides finegoldii,0.062324828,0.00748251,0.291329968
502558,Eggerthella sp. YY7918,0.02807328,0.0145719,0.037608574
1114008,Lactobacillus sp. NBRC 107185,0.010743658,0.00636254,0.013158454
1349,Streptococcus uberis,0.009176117,0.00504623,0.013731432
29355,[Clostridium] cellobioparum,0.04100732,0.0164912,0.070585198
282402,Prevotella multiformis,0.025835207,0.00907362,0.036424269
1522,[Clostridium] innocuum,0.031498166,0.01141225,0.06915243
33029,Anaerococcus hydrogenalis,0.1323309,0.00936242,0.486023746
41976,Porphyromonas catoniae,0.056262318,0.00969227,0.177959409
36834,Clostridium celatum,0.082027224,0.0156075,0.152913703
52226,Mitsuokella multacida,0.061978733,0.00806737,0.371165955
106648,Acinetobacter bereziniae,0.273746841,0.005589485,2.002561764
290055,[Eubacterium] fissicatena,0.006690153,0.004566295,0.00582639
1379,Gemella haemolysans,0.063646338,0.00611658,0.270636489
1590,Lactobacillus plantarum,0.170130476,0.00783177,0.530186353
1671366,Ruminococcus sp. DSM 100440,0.035887725,0.0085009,0.071399857
582,Morganella morganii,0.877194604,0.005670035,6.013686864
1502,Clostridium perfringens,0.023289559,0.00476775,0.080518654
90730,Desulfosarcina cetonica,0.009616385,0.007495135,0.006922924
1254,Pediococcus acidilactici,0.02950842,0.00561892,0.082056116
281920,Porphyromonas uenonis,0.793895125,0.0114129,6.584724832
762212,Bifidobacterium biavatii,0.034845196,0.0125723,0.048179872
840,Prevotella loescheii,0.020224784,0.00583859,0.078410508
85831,Bacteroides acidifaciens,1.053431658,0.5346235,1.27441258
267818,Lactobacillus kefiranofaciens,0.021822248,0.005823225,0.056700994
89014,Blautia luti,0.099148385,0.042804,0.156139979
358743,[Clostridium] citroniae,0.025873919,0.00519978,0.092497903
317,Pseudomonas syringae,0.644150253,0.0173732,2.042413177
573,Klebsiella pneumoniae,0.129724098,0.0157847,0.377458968
905,Acidaminococcus fermentans,0.072535429,0.00616371,0.258612442
726,Haemophilus haemolyticus,0.070931232,0.005357175,0.4811889
1492,Clostridium butyricum,0.072224182,0.00994845,0.170278682
28134,Prevotella oralis,0.01115052,0.004910115,0.019305329
39482,[Eubacterium] contortum,0.013349903,0.00587201,0.035480362
43770,Corynebacterium striatum,0.152303745,0.012943,0.693063669
584,Proteus mirabilis,1.180966943,0.00410686,7.64038295
1408,Bacillus pumilus,0.036509272,0.00567537,0.100976236
28139,Rikenella microfusus,0.004814279,0.00417014,0.005379782
52561,Desulfomicrobium norvegicum,0.013527407,0.0091202,0.01144423
28123,Porphyromonas asaccharolytica,0.093781848,0.01042055,0.254385047
46124,Granulicatella adiacens,0.349710754,0.00417215,2.568899488
54911,Brevibacillus choshinensis,0.009351074,0.004749695,0.011313685
28119,Bacteroides zoogleoformans,0.007411389,0.0050477,0.00787668
47246,[Clostridium] viride,0.031870759,0.00845023,0.100594802
86664,Bacillus flexus,0.009203971,0.00520454,0.009246147
1382,Atopobium parvulum,0.014009798,0.00489287,0.029836038
29360,Cellulosilyticum lentocellum,0.007751032,0.004922965,0.012312927
650643,Alistipes sp. RMA 9912,0.007440066,0.004737935,0.00730236
982,Saccharicrinis fermentans,0.005936389,0.00419076,0.006262113
29552,Acholeplasma axanthum,0.158975227,0.00658491,0.453543329
137732,Granulicatella elegans,0.073378671,0.00701771,0.195655295
999468,Sphingobacterium sp. LMG 8345,0.007663581,0.00472541,0.012093592
1599,Lactobacillus sakei,0.030367495,0.00563603,0.083399701
29347,[Clostridium] scindens,0.029535675,0.0145943,0.049813715
114702,Actinomyces lingnae,0.00866572,0.00459886,0.012206872
243924,Pseudomonas lutea,0.172239926,0.0172841,0.593696305
1727,Corynebacterium variabile,0.06018916,0.009189655,0.131086015
28130,Prevotella disiens,0.113541633,0.012022,0.520399318
39950,Dialister pneumosintes,0.043699779,0.01228235,0.115707337
77095,Prevotella bryantii,0.046896307,0.01291335,0.093317687
214853,Anaerofustis stercorihominis,0.005343751,0.00471331,0.003734746
1168034,Draconibacterium orientale,0.008976247,0.005547685,0.008727063
483,Neisseria cinerea,0.022057361,0.0065783,0.064211445
1691,Bifidobacterium indicum,0.019885479,0.00701361,0.02478411
133926,Olsenella uli,0.041411193,0.0114883,0.160631677
39483,Faecalitalea cylindroides,0.098181388,0.0112679,0.246879393
43131,Tissierella praeacuta,0.111253075,0.01487965,0.286409435
47880,Pseudomonas fulva,0.141774334,0.019432,0.675980434
633701,Prevotella saccharolytica,0.103314257,0.00486086,0.299428537
649724,Clostridium sp. ATCC BAA-442,0.007456362,0.00469582,0.00703044
1597,Lactobacillus paracasei,0.426435522,0.00971392,1.673872607
1694,Bifidobacterium pseudolongum,0.009949018,0.00547645,0.01483288
78345,Bifidobacterium merycicum,0.150731651,0.0501875,0.21490357
102684,Streptococcus infantarius,0.039384918,0.00456017,0.15517481
574930,Parabacteroides gordonii,0.04706789,0.00556143,0.262089067
33032,Anaerococcus lactolyticus,0.052780182,0.01018355,0.168073528
33037,Anaerococcus vaginalis,0.047608534,0.00571041,0.130308994
454155,Paraprevotella xylaniphila,0.081817641,0.005138085,0.282543665
1402,Bacillus licheniformis,0.007475642,0.00458358,0.010157338
2173,Methanobrevibacter smithii,0.385510604,0.0175878,1.495007729
40324,Stenotrophomonas maltophilia,0.056541493,0.00495565,0.154013157
84031,Clostridium sartagoforme,0.026121271,0.00563603,0.109270727
901,Desulfovibrio piger,0.327560497,0.05120555,0.637313307
1584,Lactobacillus delbrueckii,0.379023346,0.0068917,2.817564819
100176,Papillibacter cinnamivorans,0.029528131,0.0061784,0.087142206
332249,Truepera radiovictrix,0.004907261,0.004381465,0.003184521
303,Pseudomonas putida,0.019995843,0.00857192,0.028531922
727,Haemophilus influenzae,0.392355122,0.00442145,2.04869648
180311,Hespellia stercorisuis,0.007638048,0.00563349,0.005947355
301302,Roseburia faecis,0.015667557,0.00912263,0.017612976
626935,Collinsella tanakaei,0.010302574,0.00556143,0.015341273
52773,Actinomyces meyeri,0.01734648,0.00516393,0.055669176
658457,Pseudomonas composti,0.022767866,0.00454186,0.08201368
189722,Prevotella marshii,1.038315853,0.00598498,3.279124941
745368,Gemmiger formicilis,0.015034658,0.00938372,0.018620904
1113650,Sphingobacterium sp. NBRC 15340,0.004576853,0.00355868,0.006242518
1598,Lactobacillus reuteri,0.04094641,0.00471078,0.158145598
29356,Clostridium chartatabidum,0.060959818,0.0056557,0.198897731
33953,Clostridium aminobutyricum,0.017749397,0.00634404,0.038004106
151781,Lactobacillus intestinalis,0.014702314,0.00567225,0.026523801
166485,Caminicella sporogenes,0.024955391,0.005017895,0.091028651
319644,Saccharofermentans acetigenes,0.027610859,0.00544306,0.106180224
1623,Lactobacillus ruminis,3.915493695,0.0616954,11.89090794
2047,Rothia dentocariosa,0.010392336,0.00374686,0.023502144
196024,Aeromonas dhakensis,0.016465283,0.0038549,0.048551726
1223514,Corynebacterium humireducens,0.152008191,0.018457,0.41234687
623,Shigella flexneri,0.306092379,0.004317585,1.273458653
860,Fusobacterium periodonticum,0.021403043,0.005080855,0.056741497
28126,Prevotella buccae,0.8052318,0.0151826,3.47353087
191493,Corynebacterium sphenisci,0.151080106,0.006521625,0.48327368
341694,Peptostreptococcus stomatis,0.085027308,0.00822778,0.442225339
470565,Prevotella histicola,0.014568935,0.00438808,0.043274494
544645,Butyricimonas virosa,0.208153193,0.1000863,0.363822448
1121298,Clostridium amylolyticum,0.020322937,0.00522444,0.049843232
1506,Clostridium sp.,0.016036635,0.00671348,0.023561572
1541,Terrisporobacter mayombei,0.026431408,0.00520454,0.083767537
1630,Kandleria vitulina,0.649115655,0.00728597,1.727340717
1646,Renibacterium salmoninarum,0.015232658,0.00506791,0.033610325
1747,Propionibacterium acnes,0.275334514,0.00407133,1.192461281
28454,Sphingobacterium multivorum,0.003836721,0.00332149,0.002175402
39493,Clostridium tarantellae,0.010262826,0.00426639,0.023757299
118748,Bulleidia extructa,0.043632843,0.00578905,0.099858094
341220,Lactonifactor longoviformis,0.008400095,0.00502008,0.007891559
400390,Alkalimonas collagenimarina,0.014554193,0.00561892,0.020708663
1304158,Salinisphaera halophila,0.007718199,0.00506791,0.006183302
1755629,Victivallis sp. MC_44,0.054942917,0.0128855,0.157128367
488,Neisseria mucosa,0.013278598,0.0045204,0.036237847
461876,Alkaliphilus oremlandii,0.007751399,0.004310955,0.016848035
703,Plesiomonas shigelloides,0.009323034,0.00465441,0.015200335
1336,Streptococcus equi,0.006194001,0.00456132,0.006282353
47770,Lactobacillus crispatus,0.26147076,0.01007,0.756008348
58172,Paenibacillus sp.,0.012240855,0.0055605,0.021980529
83661,Desulfonispora thiosulfatigenes,0.021841732,0.00752361,0.031636661
184870,Varibaculum cambriense,0.02118184,0.00628615,0.038765484
884684,Mageeibacillus indolicus,0.009087564,0.0040596,0.037823858
739,Aggregatibacter segnis,0.046008558,0.004357095,0.22443122
847,Oxalobacter formigenes,0.013390955,0.009127005,0.011334721
84109,Slackia exigua,0.050114406,0.0155582,0.087697301
589437,Prevotella scopos,0.007575149,0.004671975,0.009556167
1776082,Shigella sp. SF-2015,0.009437603,0.006135855,0.007346247
654,Aeromonas veronii,0.005267059,0.00357207,0.007026572
28136,Prevotella oulorum,0.031288039,0.0050997,0.134802112
35519,Mogibacterium timidum,0.027228858,0.0044236,0.083606767
70775,Pseudomonas plecoglossicida,0.062011687,0.00491437,0.258694449
76517,Campylobacter hominis,0.094689914,0.0125723,0.337768914
242750,Prevotella bergensis,0.022377304,0.00616029,0.039447246
587753,Pseudomonas chlororaphis,0.036530881,0.0195707,0.057176676
1487956,Corynebacterium sp. ATCC 6931,0.091965771,0.00917936,0.268127647
1725,Corynebacterium xerosis,0.194828006,0.00999738,0.950647485
28108,Alteromonas macleodii,0.004856557,0.00437996,0.002755588
46206,Pseudobutyrivibrio ruminis,0.020408731,0.00512964,0.03996382
47715,Lactobacillus rhamnosus,0.294230274,0.00855593,1.082224125
103892,Veillonella ratti,1.288005254,0.00407088,8.723126709
314275,Alteromonas mediterranea,0.003989523,0.00397995,0.00210423
1343,Streptococcus vestibularis,0.015909505,0.00459886,0.022326539
42256,Rubrobacter radiotolerans,0.013110634,0.00397235,0.045387429
47884,Pseudomonas taetrolens,0.595113647,0.0391415,1.854489507
270498,Catabacter hongkongensis,0.018967227,0.0112727,0.027490557
741091,Rahnella sp. Y9602,0.005337846,0.0043448,0.004104532
1078480,Haemophilus sputorum,0.013000989,0.0050997,0.021388282
1530,Clostridium carnis,0.086092098,0.0296635,0.13826234
1692,Bifidobacterium magnum,0.009045255,0.004997015,0.013702607
2741,Peptococcus niger,0.044250435,0.01785545,0.063631881
29385,Staphylococcus saprophyticus,0.034615418,0.00768757,0.075291956
29391,Gemella morbillorum,0.055428211,0.004594275,0.200481901
53412,Pseudomonas resinovorans,0.021595276,0.004413845,0.049781542
228604,Prevotella salivae,0.032106441,0.00403225,0.087507517
294710,Proteiniphilum acetatigenes,0.004951519,0.00315009,0.010786051
28038,Lactobacillus curvatus,0.019220624,0.00514033,0.0454098
204038,Dickeya dadantii,0.096110381,0.0225877,0.474325297
308994,Dialister propionicifaciens,0.241280919,0.00992654,0.803989971
467210,Lachnoanaerobaculum saburreum,0.011238963,0.00386369,0.038061031
535744,Cronobacter universalis,0.012767067,0.00547645,0.02299996
634771,Chitinophaga eiseniae,0.005642413,0.00447487,0.004341439
1328,Streptococcus anginosus,0.067659124,0.00529193,0.242721724
28114,Porphyromonas levii,0.030273534,0.008536255,0.06537325
36850,Clostridium quinii,0.008378754,0.004431395,0.011046809
54006,Peptoniphilus ivorii,0.090519394,0.01491945,0.248331552
57706,Citrobacter braakii,0.052539287,0.01075025,0.093748554
187145,Caldithrix abyssi,0.006724654,0.004819,0.007524097
762211,Bifidobacterium stellenboschense,0.00685631,0.00470301,0.007362905
1114067,Weissella sp. NBRC 107245,0.011013691,0.004673615,0.014999348
1134405,Melioribacter roseus,0.00398884,0.00388417,0.002215252
29524,Porphyromonas circumdentaria,0.066750499,0.0150602,0.176907187
39029,Megasphaera cerevisiae,0.028514054,0.00574416,0.062571508
58134,[Desulfotomaculum] guttoideum,0.028138147,0.00807282,0.050214412
89153,[Clostridium] hylemonae,0.020736828,0.0115044,0.027309505
136857,Corynebacterium testudinoris,0.073524975,0.0104445,0.1367058
253245,Owenweeksia hongkongensis,0.004551646,0.00428596,0.002606216
1566358,Paenibacillus sp. IHBB 10380,0.008928277,0.00463686,0.015399665
1364,Lactococcus piscium,0.014925191,0.00620644,0.027654509
1539,Clostridium malenominatum,0.031103809,0.006015105,0.097796689
2736,Verrucomicrobium spinosum,0.011338513,0.004539255,0.017947528
33905,Bifidobacterium thermophilum,0.01230332,0.00732023,0.017849101
45076,Legionella worsleiensis,0.007302352,0.004931345,0.005126141
45254,Dysgonomonas capnocytophagoides,0.007976651,0.0042221,0.014027971
53374,Corynebacterium coyleae,0.03431354,0.009315745,0.081266762
54005,Peptoniphilus harei,0.031420013,0.008421715,0.063167802
69824,[Clostridium] cocleatum,0.010788678,0.004795435,0.015297958
77768,Prevotella albensis,0.007824909,0.00431926,0.012773209
572036,Pedobacter luteus,0.006371811,0.004479715,0.009010897
652716,Prevotella sp. oral taxon 299,0.007942616,0.004202265,0.011656376
885581,Desulfosporosinus acidiphilus,0.00755707,0.00509785,0.005755659
1177728,Varibaculum sp. CCUG 31793,0.015606753,0.004579965,0.030852512
1318,Streptococcus parasanguinis,0.314397073,0.05284,0.685574871
1563,Desulfosporosinus orientis,0.004884685,0.00440956,0.002914843
